city,month_year,monthly_cases,robbery,assault,drugs,theft,weapons offense,breaking & entering,property crime,theft of vehicle,theft from vehicle,liquor,arson,disorder,traffic,vehicle recovery,family offense,kidnapping,homicide
Memphis,2018-01-01,0.0,0.9242902208201893,0.691358024691358,0.5039370078740157,0.8220260223048327,0.25825825825825827,0.8717310087173101,0.7208611729769859,1.0,0.7281659388646288,0.6296296296296297,0.37209302325581395,0.5141509433962265,0.5263157894736842,1.0,0.5208333333333334,0.5,0.30952380952380953
Memphis,2018-02-01,0.0,0.5772870662460567,0.7087872185911401,0.5858267716535434,0.703996282527881,0.30930930930930933,0.7907845579078456,0.6265775798069785,0.7628676470588235,0.5971615720524017,0.3333333333333333,0.4418604651162791,0.6556603773584906,0.6578947368421053,0.9824561403508771,0.5,1.0,0.30952380952380953
Memphis,2018-03-01,0.0,0.6403785488958991,0.9273783587509078,0.7543307086614173,0.779275092936803,0.3813813813813814,0.7036114570361146,0.7624350408314774,0.6856617647058824,0.601528384279476,0.4074074074074074,0.7441860465116279,0.6037735849056604,0.7236842105263158,0.7368421052631579,0.7708333333333334,0.4583333333333333,0.16666666666666666
Memphis,2018-04-01,0.0,0.637223974763407,0.8765432098765432,0.6393700787401575,0.879182156133829,0.33633633633633636,0.8530510585305106,0.7512991833704529,0.625,0.6233624454148472,0.25925925925925924,0.6511627906976745,0.7075471698113207,0.618421052631579,0.5263157894736842,0.8333333333333334,0.7916666666666666,0.2619047619047619
Memphis,2018-05-01,0.0,0.8107255520504731,1.0,0.6346456692913386,1.0,0.38738738738738737,0.975093399750934,0.9302152932442465,0.6525735294117647,0.7041484716157205,0.4074074074074074,0.4418604651162791,0.6650943396226415,0.5657894736842105,0.5087719298245614,0.9166666666666666,0.5833333333333334,0.2857142857142857
Memphis,2018-06-01,0.0,0.9463722397476341,0.9183006535947712,0.6220472440944882,0.9697955390334573,0.3633633633633634,0.9701120797011208,0.8634001484780994,0.6672794117647058,0.6364628820960698,0.37037037037037035,0.5116279069767442,0.839622641509434,0.6447368421052632,0.631578947368421,0.7291666666666666,0.5833333333333334,0.6428571428571429
Memphis,2018-07-01,0.0,1.0,0.9531590413943355,0.5779527559055118,0.9637546468401487,0.24024024024024024,1.0,0.8916109873793615,0.6801470588235294,0.851528384279476,0.25925925925925924,0.6744186046511628,0.7877358490566038,0.40789473684210525,0.45614035087719296,0.8333333333333334,0.5833333333333334,0.5238095238095238
Memphis,2018-08-01,0.0,0.8233438485804416,0.9045025417574437,0.705511811023622,0.9605018587360595,0.36036036036036034,0.9651307596513076,0.8277654046028211,0.6617647058823529,0.7903930131004366,0.5185185185185185,0.627906976744186,0.7924528301886793,0.7105263157894737,0.8070175438596491,1.0,0.5,0.35714285714285715
Memphis,2018-09-01,0.0,0.9400630914826499,0.8416848220769789,0.4409448818897638,0.9010223048327137,0.29429429429429427,0.8293897882938979,0.7832219747587231,0.6838235294117647,0.8941048034934498,0.48148148148148145,0.5813953488372093,0.7028301886792453,0.6842105263157895,0.9473684210526315,0.5833333333333334,0.875,0.5952380952380952
Memphis,2018-10-01,0.0,0.9053627760252366,0.8159041394335512,0.6614173228346457,0.8763940520446096,0.30930930930930933,0.8244084682440846,0.7305122494432071,0.7205882352941176,0.9552401746724891,0.3333333333333333,0.5116279069767442,0.8773584905660378,0.8552631578947368,0.7017543859649122,0.9791666666666666,0.5416666666666666,0.42857142857142855
Memphis,2018-11-01,0.0,0.832807570977918,0.7167755991285403,0.4582677165354331,0.8359665427509294,0.3303303303303303,0.7957658779576587,0.6726057906458798,0.7040441176470589,0.6703056768558951,0.2222222222222222,0.7209302325581395,0.7122641509433962,0.7105263157894737,0.8245614035087719,0.8541666666666666,0.4166666666666667,0.4523809523809524
Memphis,2018-12-01,0.0,0.8801261829652997,0.770878721859114,0.44724409448818897,0.8726765799256505,0.27627627627627627,0.9016189290161893,0.7379361544172235,0.7941176470588235,0.6200873362445415,0.5925925925925926,0.46511627906976744,0.7169811320754716,0.6578947368421053,0.9824561403508771,0.6458333333333334,0.5833333333333334,0.40476190476190477
Memphis,2019-01-01,0.0,0.7381703470031545,0.7527233115468409,0.6047244094488189,0.8550185873605948,0.29429429429429427,0.8181818181818182,0.7342242019302153,0.6856617647058824,0.5567685589519651,0.4444444444444444,0.627906976744186,0.7688679245283019,0.5657894736842105,0.5614035087719298,0.9375,0.6666666666666666,0.38095238095238093
Memphis,2019-02-01,0.0,0.5299684542586751,0.654320987654321,0.42362204724409447,0.7602230483271375,0.2552552552552553,0.7409713574097135,0.5946547884187082,0.5753676470588235,0.5120087336244541,0.5555555555555556,0.3953488372093023,0.6886792452830188,0.6973684210526315,0.5263157894736842,0.6458333333333334,0.3333333333333333,0.2857142857142857
Memphis,2019-03-01,0.0,0.4479495268138801,0.8140885984023238,0.647244094488189,0.7848513011152416,0.3813813813813814,0.6749688667496887,0.7126948775055679,0.5202205882352942,0.5141921397379913,1.0,0.4883720930232558,0.9433962264150944,0.9868421052631579,0.5614035087719298,0.8541666666666666,0.5833333333333334,0.35714285714285715
Memphis,2019-04-01,0.0,0.5709779179810726,0.8874364560639071,0.5322834645669291,0.8949814126394052,0.33933933933933935,0.7683686176836861,0.7178916109873794,0.5294117647058824,0.5524017467248908,0.5925925925925926,0.5581395348837209,0.7735849056603774,0.42105263157894735,0.6491228070175439,0.6458333333333334,0.5,0.5238095238095238
